Movie Name,Storyline,Cleaned_Storyline
Most People Die on Sundays,"When David returns to Buenos Aires from Europe for his uncle's funeral, he learns that his mother has decided to pull the plug on his comatose father. David oscillates between his past and present as he tries to find his own place.",david returns buenos aires europe uncle funeral learns mother decided pull plug comatose father david oscillates past present tries find place
Después,"After the incomprehensible death of her only son and best friend, young mother Carmen faces a path to self re-discovery.",incomprehensible death son best friend young mother carmen faces path self discovery
Cherry Bomb,"Party girl Camille is in prison for murdering her best and his wife. She believes she's innocent, but doesn't remember what happened night they were murdered.",party girl camille prison murdering best wife believes innocent remember happened night murdered
The Gesuidouz,"A misfit horror-themed rock band relocates to rural Japan, determined to compose the ultimate punk anthem.",misfit horror themed rock band relocates rural japan determined compose ultimate punk anthem
The Umesh Chronicles,"The coming of age of a young girl, Radha in 1980s middle-class India. Surrounded by books and music, Radha has little contact with Sundar, a boy who helps her lead a life of privilege.",coming age young girl radha middle class india surrounded books music radha little contact sundar boy helps lead life privilege
Someone Dies!,"Driven by a cryptic note concerning his daughter's safety, a detective's investigation derails into mind-bending chaos when he discovers a time-manipulating kitchen sink.",driven cryptic note concerning daughter safety detective investigation derails mind bending chaos discovers time manipulating kitchen sink
Perra Vida,"Romina, a controlling lawyer, wants her daughter's affection. She offers rent for a recovering alcoholic's dog in exchange for a fake boyfriend role. Unexpectedly, it might turn real.",romina controlling lawyer wants daughter affection offers rent recovering alcoholic dog exchange fake boyfriend role unexpectedly might turn real
The Alien Report,"A clever young man uses tiny, hidden micro-cameras sharing 'in-your-face' encounter video of telepathic beings, human hybrids and the unusual MIB (Men In Black). Based on the real UFO phenomena, The Alien Report is part one of a trilogy.",clever young man uses tiny hidden micro cameras sharing face encounter video telepathic beings human hybrids unusual mib men black based real ufo phenomena alien report part one trilogy
Mariposas Negras,"Tanit, Valeria and Shaila are three women from very different parts of the world who face the same problem: climate change. They will lose everything because of global warming effects and they will be forced to emigrate to survive.",tanit valeria shaila three women different parts world face problem climate change lose everything global warming effects forced emigrate survive
Münter & Kandinsky,"A gifted pair of lovers: Gabriele Münter and Wassily Kandinsky, co-founder of the German modern-art movement ""Blauer Reiter."" While he was granted fame, artistic and financial recognition, she wasted away in his shadow.",gifted pair lovers gabriele münter wassily kandinsky co founder german modern art movement blauer reiter granted fame artistic financial recognition wasted away shadow
Dard,"After a spate of murders targeting prominent Varanasi residents, police investigators identify Dulu Mia, an auto driver, as a suspect, sparking inquiries into the reason behind the killings.",spate murders targeting prominent varanasi residents police investigators identify dulu mia auto driver suspect sparking inquiries reason behind killings
Pasar Setan,"Mysteries are often associated with the Devil's Market, including stories of people disappearing after visiting the place or having horror experiences in its surroundings.",mysteries often associated devil market including stories people disappearing visiting place horror experiences surroundings
